,rcsb_id,uniprot,ligand_name,smiles,source
832,1x38,Q9XEI3,IDD,c1ccc(cc1)c2cn3c(n2)C(C(C(C3CO)O)O)O,pdbbind_old
833,1x39,Q9XEI3,IDE,c1ccc(cc1)NCc2cn3c(n2)C(C(C(C3CO)O)O)O,pdbbind_old
834,1x8d,P32156,RNS,CC(C(C(C(C=O)O)O)O)O,pdbbind_old
835,1x8j,Q26490,AOI,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O,pdbbind_old
836,1x8r,P0A6D3,SC1,CC(C(=O)O)(OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O)P(=O)(O)O,pdbbind_old
837,1x8t,P0A6D3,RC1,CC(C(=O)O)(OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O)P(=O)(O)O,pdbbind_old
838,1xap,P10826,TTB,CC(=Cc1ccc(cc1)C(=O)O)c2ccc3c(c2)C(CCC3(C)C)(C)C,pdbbind_old
839,1xbo,P18031,IX1,COC(=O)c1c(cccc1OCC=Cc2cccc(c2)c3c(c(no3)C(=O)O)CO)O,pdbbind_old
840,1xd0,P04746,ARE,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)O)O)O)O)O)CO,pdbbind_old
841,1xff,P17169,GLU,C(CC(=O)O)C(C(=O)O)N,pdbbind_old
842,1xgi,P00811,NST,c1cc(cc(c1)[N+](=O)[O-])NS(=O)(=O)c2ccsc2C(=O)O,pdbbind_old
843,1xh4,P00517 P61925,R69,CN(C)c1ccc(c(c1)C(=O)c2ccc(cc2)C(=O)NC3CCCNCC3NC(=O)c4ccncc4)O,pdbbind_old
844,1xh5,P00517 P61925,R68,CC1(CCCNC1c2ccc(c(c2F)C(=O)c3ccc(cc3)C(=O)NC4CCCNCC4NC(=O)c5ccncc5)O)C,pdbbind_old
845,1xh9,P00517 P61925,R69,CN(C)c1ccc(c(c1)C(=O)c2ccc(cc2)C(=O)NC3CCCNCC3NC(=O)c4ccncc4)O,pdbbind_old
846,1xhy,P19491,KAI,CC(=C)C1CNC(C1CC(=O)O)C(=O)O,pdbbind_old
847,1xjd,Q04759,STU,CC12C(C(CC(O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)NC)OC,pdbbind_old
848,1xk5,O95149,TPG,CN1CN(C2=C1C(=O)NC(=N2)N(C)C)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)n5cnc6c5N=C(NC6=O)N)O)O)O)O,pdbbind_old
849,1xk9,P11439,P34,CN(C)CC(=O)Nc1ccc2c(c1)-c3ccccc3C(=O)N2,pdbbind_old
850,1xka,P00742,4PP,c1cc(cc(c1)C(CCCNc2ccncc2)C(=O)O)c3cccc(c3)C(=N)N,pdbbind_old
851,1xkk,P00533,FMM,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,pdbbind_old
852,1xnn,P15207,HYQ,c1ccc2c(c1)c(ccc2[N+](=O)[O-])N3C(=O)C4C5CCC(C4C3=O)CC5,dcoid
853,1xow,P10275,R18,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O,pdbbind_old
854,1xpz,P00918,4TZ,c1cc(ccc1CN(c2ccc(cc2)C#N)n3cnnc3)OS(=O)(=O)N,pdbbind_old
855,1xq0,P00918,4TR,c1cc(ccc1C#N)N(Cc2ccc(c(c2)Br)OS(=O)(=O)N)n3cnnc3,pdbbind_old
856,1xt8,Q0P9S0,CYS,C(C(C(=O)O)N)S,pdbbind_old
857,1xuc,P45452,PB3,Cc1cccc(c1)CNC(=O)c2cc(ncn2)C(=O)NCc3cccc(c3)C,dcoid
858,1xug,P00760,BAB,c1cc2c(cc1C(=[NH2+])N)[nH]c([nH+]2)Cc3[nH]c4cc(ccc4n3)C(=[NH2+])N,pdbbind_old
859,1xws,P11309,BI1,CN(C)CCCn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4c[nH]c5c4cccc5,pdbbind_old
860,1y1z,P35439,192,C1CC(C1)(C(=O)O)N,pdbbind_old
861,1y20,P35439,1AC,C1CC1(C(=O)O)N,pdbbind_old
862,1y3v,P00760,UIR,c1cc(ccc1C2C3C(C4N2CCC4)C(N(C3=O)Cc5ccc6c(c5)OCO6)C7CC7)C(=N)N,pdbbind_old
863,1y3x,P00760,UIB,CCC1C2C(C(N(C2(C)C)C)c3ccc(cc3)C(=N)N)C(=O)N1Cc4ccc5c(c4)OCO5,pdbbind_new
864,1y5w,P28720,NEZ,Cc1ccc(cc1)CCc2c3c(cc4c2N=C(NC4=O)N)[nH]cn3,dcoid
865,1y5x,P28720,E89,COc1ccc(cc1)CCc2c3c(cc4c2N=C(NC4=O)N)[nH]cn3,dcoid
866,1y6q,P0AF12,TDI,CSCC1CN(CC1O)Cc2c[nH]c3c2ncnc3N,pdbbind_old
867,1y6r,P0AF12,MTM,CSCC1C(C(C(N1)c2c[nH]c3c2N=CNC3N)O)O,pdbbind_old
868,1y8y,P24941,CT7,CS(=O)(=O)c1ccc(cc1)Nc2cc(nc3n2ncc3)Cl,dcoid
869,1y9r,P08235,1CA,CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C,dcoid
870,1yc1,P07900,4BC,CCc1cc(c(cc1O)O)c2c(c([nH]n2)C(=O)O)c3ccc4c(c3)OCO4,pdbbind_old
871,1yc4,P07900,43P,CCc1cc(c(cc1O)O)c2c(c[nH]n2)c3c[nH]cn3,pdbbind_old
872,1yda,P00918,AZM,CC(=O)Nc1nnc(s1)S(=O)(=O)N,pdbbind_old
873,1ydb,P00918,AZM,CC(=O)Nc1nnc(s1)S(=O)(=O)N,pdbbind_new
874,1ydd,P00918,AZM,CC(=O)Nc1nnc(s1)S(=O)(=O)N,pdbbind_old
875,1ydk,P08263,GTX,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+],pdbbind_old
876,1ydr,P00517 P61925,IQP,CC1CNCCN1S(=O)(=O)c2cccc3c2ccnc3,pdbbind_old
877,1yds,P63249 P00517,IQS,CNCCNS(=O)(=O)c1cccc2c1ccnc2,pdbbind_old
878,1ydt,P63249 P00517,IQB,c1cc2cnccc2c(c1)S(=O)(=O)NCCNCC=Cc3ccc(cc3)Br,pdbbind_old
879,1yei,Q58EU8 P01863,PGG,c1cc(ccc1[N+](=O)[O-])OP(=O)(CCCC(=O)NCC(=O)O)O,pdbbind_old
880,1yej,Q58EU8 P01863,PNF,c1cc(ccc1[N+](=O)[O-])OP(=O)(CCCC(=O)NCCCCCC(=O)O)O,pdbbind_old
881,1yet,P07900,GDM,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,pdbbind_old
882,1yfz,Q8R7L0,IMP,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)O)O)O)N=CNC2=O,pdbbind_old
883,1yk7,P43235,NBL,CC(C)CC(C(=O)NC1CCN(C1)C#N)NC(=O)OCc2ccccc2,dcoid
884,1yp9,P00760,UIZ,[H]N=C(c1ccc(cc1)C2C3C(C4N2CCC4)C(N(C3=O)Cc5ccc6c(c5)OCO6)Cc7ccccc7)N,pdbbind_old
885,1ype,P28504 P00734,UIP,CCC1C2C3CCCN3C(C2C(=O)N1Cc4ccc5c(c4)OCO5)c6ccc(cc6)C(=N)N,pdbbind_old
886,1ypg,P00734,UIR,c1cc(ccc1C2C3C(C4N2CCC4)C(N(C3=O)Cc5ccc6c(c5)OCO6)C7CC7)C(=N)N,pdbbind_new
887,1ypj,P00734,UIB,CCC1C2C(C(N(C2(C)C)C)c3ccc(cc3)C(=N)N)C(=O)N1Cc4ccc5c(c4)OCO5,pdbbind_new
888,1yq7,P14324,RIS,c1cc(cnc1)CC(O)(P(=O)(O)O)P(=O)(O)O,pdbbind_old
889,1yqj,Q16539,6NP,c1ccc(cc1)CC2CN(CCN2)c3cc(c(nn3)c4ccc5ccccc5c4)c6ccncc6,pdbbind_old
890,1yqy,P15917,915,Cc1cc(ccc1F)S(=O)(=O)NC(C2CCOCC2)C(=O)NO,pdbbind_old
891,1yrs,P52732,L47,CC(=O)N1C(CC(=N1)c2ccccc2Cl)c3cccc(c3)O,dcoid
892,1yvm,P0AE18,TMG,c1ccc2c(c1)[nH]c(n2)c3cscn3,pdbbind_old
893,1z1h,P03369,HBB,CC(C)CCN(CC(C1Cc2ccc(cc2)OCCCC(=O)NC(C(=O)N1)C(C)C)O)S(=O)(=O)c3ccccc3,pdbbind_old
894,1z4o,P71447,GL1,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,pdbbind_old
895,1z6e,P00742,IK8,CN(C)Cc1nccn1c2ccc(c(c2)F)NC(=O)c3cc(nn3c4ccc5c(c4)c(no5)N)C(F)(F)F,pdbbind_old
896,1z6s,P61823,AMP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)O)O)O)N,pdbbind_old
897,1z71,P28511 P00734,L17,CC(c1cccc(c1)Cl)NC(=O)Cc2c(ccc([n+]2[O-])NCC(c3cccc[n+]3[O-])(F)F)Cl,pdbbind_old
898,1z95,P10275,198,CC(CS(=O)(=O)c1ccc(cc1)F)(C(=O)Nc2ccc(c(c2)C(F)(F)F)C#N)O,pdbbind_old
899,1z9g,P00800,RRT,c1ccc(cc1)CC(CS)NC(=O)CC(=O)O,pdbbind_old
900,1z9y,P00918,FUN,c1cc(oc1)CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl,pdbbind_old
901,1zaf,Q92731,789,c1cc(ccc1C2=C(c3ccc(cc3C2=O)O)Br)O,dcoid
902,1zc9,P16932,PMP,Cc1c(c(c(cn1)COP(=O)(O)O)CN)O,pdbbind_old
903,1zdp,P00800,TIO,c1ccc(cc1)CC(CS)C(=O)NCC(=O)O,pdbbind_old
904,1zfq,P00918,ZEC,c1cc2c(cc1O)sc(n2)S(=O)(=O)N,pdbbind_old
905,1zge,P00918,SDA,c1c(cc(c(c1Cl)N)Cl)S(=O)(=O)N,pdbbind_old
906,1zgi,P28511 P00734,382,c1ccc(c(c1)Cc2nc3c(o2)ccnc3NCC(C4CCCCN4)(F)F)n5cncn5,pdbbind_old
907,1zgj,Q29U70,P1S,c1cc2c(cc1CO)OCC3(C2Oc4c3cc5c(c4)OCO5)O,dcoid
908,1zhy,P35844,CLR,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,pdbbind_old
909,1zly,P22102,DQB,c1cc(ccc1C(=O)NCCCC(=O)O)NCc2ccc3c(c2)C(=O)NC(=N3)N,dcoid
910,1zoe,P28523,K25,CN(C)c1[nH]c2c(n1)c(c(c(c2Br)Br)Br)Br,pdbbind_old
911,1zog,P28523,K37,CSc1[nH]c2c(n1)c(c(c(c2Br)Br)Br)Br,pdbbind_old
912,1zoh,P28523,K44,CN1CCn2c1nc3c2c(c(c(c3Br)Br)Br)Br,pdbbind_old
913,1zp8,O92139 P03366,AB2,CC(C)CN(CC(C(Cc1ccccc1)n2cc(nn2)COC(=O)NC3c4ccccc4CC3O)O)S(=O)(=O)c5ccc(cc5)OC,pdbbind_old
914,1zpa,P03366,A83,CC(C)CN(CC(C(Cc1ccccc1)n2cc(nn2)CNC(=O)c3ccc(cc3)CNC(=O)OC(C)(C)C)O)S(=O)(=O)c4ccc(cc4)OC,pdbbind_old
915,1zs0,P22894,EIN,CC(C)C(NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)OC)P(=O)(O)O,pdbbind_old
916,1zsf,P03366,0ZS,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(CNC(Cc2ccccc2)C(=O)NC(CCC(=O)O)C(=O)NC(Cc3ccccc3)C(=O)N)O,pdbbind_old
917,1zvx,P22894,FIN,CC(C)C(NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)OC)P(=O)(O)O,pdbbind_old
918,1zwp,P59071,NIM,CS(=O)(=O)Nc1ccc(cc1Oc2ccccc2)[N+](=O)[O-],dcoid
919,1zyj,Q16539,BI5,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccccn3,dcoid
920,25c8,P01837,GEP,C[N+]1(CCCCC1)CCc2ccc(cc2)NC(=O)CCCC(=O)O,dcoid
921,2a0c,P24941,CK9,CCC(CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3O,dcoid
922,2a14,O95050,SAH,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N,pdbbind_old
923,2a3i,P08235,C0R,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,dcoid
924,2a4m,Q9RVD6,TRP,c1ccc2c(c1)c(c[nH]2)CC(C(=O)O)N,pdbbind_old
925,2a5b,P02701,8HG,C1C(C(OC1N2C3=C(C(=O)NC(=N3)N)NC2=O)CO)O,pdbbind_old
926,2a5c,P02701,8DA,C1C(C(OC1N2C3=NCNC(=C3NC2=O)N)CO)O,pdbbind_old
927,2a5s,Q00959,GLU,C(CC(=O)O)C(C(=O)O)N,pdbbind_old
928,2a8g,P02701,GNG,c1nc2c(n1C3CC(C(O3)CO)O)NC(=NC2=O)N,pdbbind_old
929,2aac,P0A9E0,FCB,CC1C(C(C(C(O1)O)O)O)O,pdbbind_old
930,2afw,Q16769,AHN,CC(=O)NCCc1c[nH]cn1,pdbbind_old
931,2afx,Q16769,1BN,c1ccc(cc1)Cn2ccnc2,pdbbind_old
932,2aj8,P22411,SC3,CN1c2c(n(c(n2)N3CC[NH2+]CC3)Cc4ccccc4)C(=O)N(C1=O)C,pdbbind_old
933,2ajl,P27487,JNH,c1ccc(cc1)c2ccc(cc2)CC(C(=O)N3CCCC3CN)N,dcoid
934,2ajx,P01837,TGN,CN1C2CCC1C(C(C2)OP(=O)(c3ccccc3)O)C(=O)OC,dcoid
935,2al5,P19491,FWD,C1=C(C(=O)NC(=O)N1CC(C(=O)O)N)F,pdbbind_old
936,2am4,P27115,U2F,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)F)O)O,pdbbind_old
937,2amb,P10275,17H,CCC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)CC)O,dcoid
938,2amt,P62617,1AA,c1ccc(c(c1)C(=O)OCCOP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)N,pdbbind_old
939,2ans,P04117,2AN,c1ccc(cc1)Nc2cccc3c2c(ccc3)S(=O)(=O)O,pdbbind_old
940,2aoc,P04587,2NC,CCCCC(CNC(CCCC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C,pdbbind_old
941,2aod,P04587,2NC,CCCCC(CNC(CCCC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C,pdbbind_new
942,2aoe,P04587,0Q4,CCCCC(C(=O)N)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(Cc1ccccc1)NCC(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=[NH2+])N)N,pdbbind_old
943,2aog,P04587,2NC,CCCCC(CNC(CCCC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C,pdbbind_new
944,2aqu,P03366,DR7,CC(C)(C)C(C(=O)NC(Cc1ccccc1)C(CN(Cc2ccc(cc2)c3ccccn3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,pdbbind_old
945,2arm,D0VX11,OIN,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,pdbbind_old
946,2ati,P06737,IHU,COc1ccc(cc1NC(=O)NC(=O)c2ccc(cc2Cl)F)O,dcoid
947,2aux,P43235,CT1,CCCCC(C=O)NC(=O)OC(Cc1ccccc1)C(C)C,dcoid
948,2avm,P04587,2NC,CCCCC(CNC(CCCC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C,pdbbind_old
949,2avo,P04587 Q7SSI0,MK1,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(Cc2ccccc2)C(=O)NC3c4ccccc4CC3O)O)Cc5cccnc5,pdbbind_old
950,2avq,P04587,2NC,CCCCC(CNC(CCCC)C(=O)NC(CCC(=O)N)C(=O)NC(CCCNC(=[NH2+])N)C(=O)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)O)NC(=O)C,pdbbind_new
951,2avs,P04587,MK1,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(Cc2ccccc2)C(=O)NC3c4ccccc4CC3O)O)Cc5cccnc5,pdbbind_old
952,2ax9,P10275,BHM,CC(CBr)(C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])O,pdbbind_old
953,2ayr,P03372,L4G,CS(=O)(=O)c1ccc(cc1)c2ccc3cc(ccc3c2Oc4ccc(cc4)OCCN5CCCCC5)O,pdbbind_old
954,2azr,P18031,982,c1cc2c(c(sc2nc1)C(=O)O)OCC(=O)O,pdbbind_old
955,2b07,P18031,598,c1ccc(cc1)CS(=O)(=O)N2CCC(CC2)Nc3ccc4c(c3)sc5c4sc(c5OCC(=O)O)C(=O)O,pdbbind_old
956,2b1g,P31335,13A,c1nc2c(n1C3C(C(C(O3)CO)O)O)NS(=O)(=O)NC2=O,pdbbind_old
957,2b1i,P31335,93A,c1nc2c(n1C3C(C(C(O3)COP(=O)(O)O)O)O)NS(=O)(=O)NC2=O,pdbbind_old
958,2b4l,P46922,BET,C[N+](C)(C)CC(=O)O,pdbbind_old
959,2b7a,O60674,IZA,CC(C)(C)c1[nH]c2c3c(c4cc(ccc4c2n1)F)C(=O)NC=C3,dcoid
960,2b7d,P08709 P13726,C1B,[H]N=C(c1ccc2c(c1)[nH]c(n2)c3cc(cc(c3O)c4cc(ccc4O)CNC(=O)N)C(CC(=O)O)C(=O)O)N,pdbbind_old
961,2b9a,P02766,FBC,c1cc(ccc1c2cc(cc(c2)F)F)C(=O)O,pdbbind_old
962,2baj,Q16539,1PP,CC(C)(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3cccc(c3Cl)Cl,pdbbind_old
963,2bak,Q16539,AQZ,Cc1ccc(cc1Nc2c3cc(c(cc3ncn2)OC)OCCN4CCCC4)NC(=O)c5ccnc(c5)N6CCOCC6,pdbbind_old
964,2bal,Q16539,PQA,c1cc(cc(c1)OC2CCNCC2)C(=O)c3cnn(c3N)c4ccc(cc4)F,pdbbind_old
965,2bes,P9WKD7,RES,C(C(C(C(=O)NO)O)O)OP(=O)(O)O,pdbbind_old
966,2bet,P9WKD7,DEZ,C(C(C(C(=O)O)O)O)OP(=O)(O)O,pdbbind_old
967,2bfq,O28751,AR6,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,pdbbind_old
968,2bfr,O28751,ADP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,pdbbind_new
969,2bgd,P18031,T1D,COc1ccc(cc1N2CC(=O)NS2(=O)=O)c3ccccc3,dcoid
970,2bhe,P24941,BRY,c1ccc2c(c1)C(=O)C(=C3c4cc(ccc4NC3=O)Br)N2,dcoid
971,2bo4,Q9RFR0,FLC,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O,pdbbind_old
972,2boh,P00742,IIA,CC(C)N1CCC(CC1)NC(=O)c2cc3ccccc3n2Cc4cc(on4)c5ccc(s5)Cl,pdbbind_old
973,2boj,Q9HYN5,ARW,COC1C(C(C(CO1)O)O)O,pdbbind_old
974,2bok,P00742,784,C[N+](C)(C)CCCN1C(=O)C2C3CCCN3C(C2C1=O)c4ccc(cc4)C(=N)N,pdbbind_old
975,2bpm,P24941,529,CC(c1ccc(cc1)N2CCNC2=O)C(=O)N=C3C=C(N=N3)C4CC4,dcoid
976,2bpv,P04587,1IN,CC1CCC(C1NC(=O)C(Cc2ccccc2)CC(CN3CCN(CC3C(=O)NC(C)(C)C)C(=O)CCc4cccnc4)O)O,pdbbind_old
977,2bpy,P04587,3IN,CC1CCC(C1NC(=O)C(Cc2ccccc2)CC(CN3CCN(CC3C(=O)NC(C)(C)C)C(=O)c4cnc(c(n4)Cl)N5CCN(CC5)C)O)O,pdbbind_old
978,2bq7,P00742,IID,CC(C)N1CCC(CC1)NC(=O)c2cc3ccccc3n2Cc4cccc(c4)OC,pdbbind_old
979,2bqv,O92139,A1A,CC(C)C(C(=O)NN(Cc1ccccc1)CC(Cc2ccccc2)(C(=O)NC3c4ccccc4CC3O)O)NC(=O)OC,pdbbind_old
980,2br1,O14757,PFP,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,pdbbind_old
981,2brb,O14757,PFQ,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO,pdbbind_old
982,2brc,P02829,CT5,CCc1cc(c(cc1O)O)c2c(c(n[nH]2)C)c3ccc4c(c3)OCCO4,dcoid
983,2bre,P02829,KJ2,c1cc(ccc1c2cn[nH]c2c3cc(c(cc3O)O)Cl)OCCCN,dcoid
984,2brg,O14757,DFY,CN(CCO)c1c2c(c(oc2ncn1)c3ccccc3)c4ccccc4,dcoid
985,2brh,O14757,DFW,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCC(=O)O,dcoid
986,2brm,O14757,DFZ,c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCCO,pdbbind_old
987,2bro,O14757,DF2,c1ccc(cc1)c2c3c([nH]c2c4ccccc4)ncnc3NCC(CO)O,dcoid
988,2bsm,P07900,BSM,CCNC(=O)c1c(c([nH]n1)c2cc(c(cc2O)O)Cl)c3ccc(cc3)OC,dcoid
989,2bt9,Q8XXK6,MFU,CC1C(C(C(C(O1)OC)O)O)O,pdbbind_old
990,2bu2,Q15119,TF1,CC1CN(C(CN1C(=O)C(C)(C(F)(F)F)O)C)C(=O)c2ccc(cc2)C#N,dcoid
991,2bu7,Q15119,TF3,CC(C)c1ccc(cc1)COc2ccc(cc2Cl)CC(=O)NCCN,dcoid
992,2buv,P20371 P20372,DHB,c1cc(c(cc1C(=O)O)O)O,pdbbind_old
993,2bvd,P16218,ISX,C1C(C(C(CN1)OC2C(C(C(C(O2)CO)O)O)O)O)CO,pdbbind_old
994,2bvr,P09945 P00734,4CP,[H]N=C(N)Nc1ccc(cc1)CC(C(=O)N)NC(=O)CSc2ccc(cc2)Cl,pdbbind_old
995,2bvs,P09945 P00734,2CE,[H]N=C(N)Nc1ccc(cc1)CC(C(=O)NCCOCCOCC(=O)N)NC(=O)CSc2ccc(cc2)Cl,pdbbind_old
996,2byh,P07900,2D7,CC(=O)c1ccc(cc1)NC(=O)c2cn[nH]c2c3cc(c(cc3O)O)Cl,dcoid
997,2byr,Q8WSF8,MLK,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)OC)COC(=O)c7ccccc7N8C(=O)CC(C8=O)C,pdbbind_old
998,2bys,Q8WSF8,LOB,CN1C(CCCC1CC(=O)c2ccccc2)CC(c3ccccc3)O,pdbbind_old
999,2bz6,P08709,346,[H]N=C(c1ccc(cc1)NC(c2cc(cc(c2F)OC3CCOC3)OCC)C(=O)O)N,pdbbind_old
1000,2bza,P00760,ABN,c1ccc(cc1)CN,pdbbind_old
1001,2c1p,Q58EU8,FNZ,c1cc(ccc1CC(C(c2ccc(cc2)C#N)n3cncn3)O)F,pdbbind_old
1002,2c3i,P11309,IYZ,CC(=O)c1cccc(c1)c2cnc3n2nc(cc3)NCC4CC4,pdbbind_old
1003,2c3l,O14757,IDZ,c1ccc2c(c1)c(n[nH]2)c3[nH]c4ccccc4n3,pdbbind_old
1004,2c5y,P24941,MTW,c1cc(cc(c1)C2=NC(=Nc3cccc(c3)[N+](=O)[O-])N=CC2)Cn4cncn4,dcoid
1005,2c68,P24941,CT6,c1cc(cc(c1)Br)c2cc([n+]3c(n2)cc[nH]3)NCc4ccncc4,dcoid
1006,2c69,P24941,CT8,c1cc(cc(c1)Br)c2cc([n+]3c(n2)nc[nH]3)NCc4ccncc4,dcoid
1007,2c6k,P24941,DT2,c1cc(ccc1Nc2cc(nc3n2ncn3)NC4CCCCC4)S(=O)(=O)N,dcoid
1008,2c6m,P24941,DT5,c1cc(ccc1Nc2cc(nc3n2ncn3)OC4CCCCC4)S(=O)(=O)N,dcoid
1009,2c80,P30113,GTX,CCCCCCSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)[NH3+],pdbbind_old
1010,2c8y,P00734,C3M,c1ccc(cc1)CC(C(CNS(=O)(=O)c2ccc3ccccc3c2)O)N,dcoid
1011,2c92,P9WHE9,TP6,C(CCN1C2=C(NC(=O)NC2=O)N(C1=O)CC(C(C(CO)O)O)O)CCOP(=O)(O)O,pdbbind_old
1012,2c93,P00734,C4M,Cc1cc(c(c(c1S(=O)(=O)NCC(C(Cc2ccccc2)N)O)C)C)OC,dcoid
1013,2c94,P9WHE9,TSF,C(CCN1C2=C(NC(=O)NC2=O)N(C1=O)CC(C(C(CO)O)O)O)CC(F)(F)P(=O)(O)O,pdbbind_old
1014,2c97,P9WHE9,JCL,C(CCOP(=O)(O)O)CC1=C(NC(=O)NC1=O)Cl,pdbbind_old
1015,2ca8,P30113,GSH,C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,pdbbind_old
1016,2cbj,Q0TR53,OAN,CC(=O)NC1C(C(C(OC1=NOC(=O)Nc2ccccc2)CO)O)O,pdbbind_old
1017,2cbu,Q08638,CTS,C1CN2CC(C(C(C2C1O)O)O)O,pdbbind_old
1018,2cbv,Q08638,CGB,C1CC2(C(C(C(C1N2)O)O)O)O,pdbbind_old
1019,2cbz,P33527,ATP,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,pdbbind_old
1020,2cc7,B0R5M0,LUM,Cc1cc2c(cc1C)nc3c(n2)C(=O)NC(=O)N3,pdbbind_old
1021,2ccb,B0R5M0,RBF,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,pdbbind_old
1022,2ccc,B0R5M0,LFN,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C,pdbbind_old
1023,2cdz,O96013,23D,CCn1cnc2c1nc(nc2Nc3cccc(c3)Cl)NC4CCCCC4N,dcoid
1024,2cej,Q8Q3H0,1AH,CC(C)(C)C(C(=O)NN(Cc1ccc(cc1)Br)CC(Cc2ccccc2)(C(=O)NC3c4ccccc4CC3O)O)NC(=O)OC,pdbbind_old
1025,2cen,Q5RZ09,4AH,CC(C)(C)C(C(=O)NN(Cc1ccc(cc1)c2cccnc2)CC(Cc3ccccc3)(C(=O)NC4c5ccccc5CC4O)O)NC(=O)OC,pdbbind_old
1026,2ceq,P22498,GIM,c1c[n+]2c([nH]1)C(C(C(C2CO)O)O)O,pdbbind_old
